ENERGY,TOTFAT,CHOL,TOTALCARB,ADDSUG,PROT,VITD,VITA,VITB2,VITB12,VITC,CALC,SOD,IRON,POT,PHOS,HLTI,VIT_ESS,PROT_IN,LOW_SOD
0,0,0,0,2,2,1,0,2,0,0,1,0,0,1,1,0.535,0.261,0.695,0.737
0,1,1,0,0,1,1,0,2,0,0,2,0,2,0,2,0.551,0.346,0.398,0.698
0,0,1,0,1,2,2,2,1,2,1,2,0,1,2,0,0.726,0.662,0.846,0.72
1,1,2,2,1,2,2,2,0,0,0,0,2,0,2,1,0.407,0.325,0.619,0.234
2,2,1,2,0,1,1,2,2,2,0,0,1,2,0,1,0.518,0.593,0.321,0.217
1,0,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0.529,0.029,0.503,0.59
1,1,2,1,2,0,0,1,0,1,0,1,0,2,1,1,0.588,0.195,0.65,0.856
2,2,2,0,0,2,1,0,1,2,0,2,2,2,0,0,0.316,0.328,0.801,0.105
0,2,0,1,0,0,2,2,0,2,1,2,1,2,0,0,0.431,0.678,0.392,0.469
2,1,0,1,1,2,0,1,1,0,0,1,0,0,2,1,0.635,0.091,0.835,0.848
2,0,2,1,1,0,1,2,0,2,0,1,2,2,0,2,0.528,0.515,0.554,0.479
1,0,2,2,2,0,0,1,2,0,2,0,1,1,1,1,0.451,0.423,0.468,0.346
2,1,0,1,1,2,2,2,2,0,0,0,2,0,2,0,0.565,0.496,0.661,0.497
1,0,0,2,0,1,0,0,2,1,1,0,0,0,0,2,0.487,0.198,0.18,0.577
1,2,2,0,0,0,1,2,2,2,2,2,1,2,2,2,0.633,0.822,0.64,0.378
1,1,2,1,1,0,1,2,0,0,2,0,2,1,0,0,0.379,0.407,0.365,0.34
2,2,1,2,2,2,1,1,1,2,0,0,2,2,2,1,0.542,0.28,0.712,0.259
0,0,2,2,1,2,0,0,0,2,0,0,2,0,1,1,0.243,0.165,0.454,0.206
1,2,2,1,0,1,0,2,0,2,1,1,0,1,2,0,0.602,0.506,0.698,0.752
2,2,2,2,2,1,0,0,1,0,0,2,2,2,1,0,0.296,0.17,0.6,0.356
0,0,2,2,0,1,0,1,0,0,2,0,0,2,1,0,0.366,0.243,0.313,0.598
0,2,0,0,0,0,1,1,0,1,1,0,2,2,2,1,0.313,0.105,0.359,0.366
1,2,1,1,1,0,0,0,1,0,0,1,2,1,0,0,0.27,0.18,0.523,0.496
0,2,0,1,0,1,0,2,2,0,2,2,1,1,0,1,0.572,0.656,0.35,0.491
0,0,0,2,0,2,2,1,0,0,0,2,2,1,1,0,0.462,0.35,0.731,0.492
0,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,0.636,0.675,0.55,0.501
1,1,2,1,0,2,1,1,0,2,1,0,2,1,1,0,0.55,0.281,0.84,0.373
0,2,0,1,1,0,2,0,2,0,2,1,1,0,1,0,0.399,0.59,0.394,0.62
2,0,1,1,0,1,2,0,1,2,2,2,0,2,2,1,0.934,0.66,0.693,0.982
1,2,1,1,2,2,0,2,2,2,2,0,2,2,1,1,0.727,0.741,0.788,0.365
2,0,1,2,2,2,1,0,0,0,0,1,0,2,0,0,0.44,0.169,0.745,0.576
0,2,2,2,1,0,2,0,2,0,2,0,2,2,1,1,0.336,0.605,0.344,0.232
0,2,0,2,1,2,1,1,2,2,0,1,2,1,0,0,0.423,0.519,0.589,0.252
0,1,1,0,0,2,2,2,1,2,2,1,2,1,1,2,0.791,0.837,0.787,0.449
0,2,2,1,1,2,2,1,1,1,2,2,0,0,0,0,0.461,0.44,0.562,0.475
2,1,2,1,0,1,1,2,0,2,1,1,2,0,0,0,0.511,0.41,0.353,0.465
1,0,0,0,2,1,2,0,2,0,0,0,1,0,1,1,0.508,0.35,0.389,0.453
1,1,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0.258,0.331,0.243,0.361
0,0,1,2,1,1,1,2,1,0,1,1,2,0,1,0,0.453,0.259,0.331,0.623
1,0,0,2,0,0,0,0,1,2,2,2,2,0,2,2,0.527,0.405,0.426,0.608
2,2,0,0,1,0,0,2,0,1,2,0,2,0,0,1,0.285,0.336,0.209,0.202
0,2,2,0,2,2,2,1,0,0,0,1,2,0,0,1,0.19,0.268,0.513,0.125
1,1,2,1,0,0,0,2,0,2,0,0,1,1,0,0,0.328,0.422,0.412,0.353
1,1,1,0,0,2,0,2,2,0,2,0,2,2,2,0,0.572,0.604,0.797,0.351
1,0,2,2,1,1,2,0,1,1,1,1,0,0,1,0,0.551,0.247,0.477,0.701
1,2,1,1,2,2,1,1,0,1,0,0,0,0,1,0,0.454,0.014,0.678,0.607
0,0,0,1,1,0,0,2,1,1,2,1,1,1,2,2,0.667,0.52,0.537,0.715
0,2,1,2,1,2,1,1,0,2,1,1,0,1,1,2,0.62,0.357,0.726,0.609
0,2,2,0,0,2,1,2,0,1,1,1,2,1,1,1,0.46,0.36,0.853,0.254
1,1,1,2,2,1,1,1,0,1,1,2,1,0,2,1,0.567,0.102,0.443,0.612
2,2,2,1,0,1,1,1,0,2,0,2,2,0,0,0,0.341,0.248,0.406,0.346
2,0,0,2,1,0,0,1,0,0,1,2,2,1,0,1,0.414,0.187,0.437,0.488
0,2,2,0,0,1,2,0,1,0,2,1,1,0,2,1,0.373,0.427,0.41,0.354
2,1,2,2,0,0,0,2,0,1,2,2,2,0,1,0,0.358,0.427,0.453,0.48
0,0,0,2,0,1,1,0,2,0,2,0,2,0,2,2,0.448,0.339,0.168,0.452
2,2,0,2,2,2,0,2,2,1,0,0,0,0,1,0,0.431,0.338,0.595,0.469
2,2,1,2,1,0,1,1,2,1,0,1,0,0,0,2,0.469,0.272,0.276,0.628
2,1,0,2,1,1,2,0,0,0,2,2,1,2,1,1,0.663,0.51,0.629,0.628
2,1,2,0,1,0,1,0,1,2,1,1,1,1,0,1,0.439,0.322,0.502,0.348
2,2,1,0,1,1,2,1,1,2,0,0,2,2,2,2,0.558,0.404,0.508,0.348
1,1,2,0,0,2,0,2,2,1,0,2,1,0,0,0,0.349,0.408,0.664,0.228
1,0,1,2,0,1,0,0,2,1,2,2,0,0,2,1,0.682,0.422,0.447,0.865
1,0,0,1,2,2,2,0,2,1,0,2,0,0,2,2,0.765,0.432,0.853,0.871
1,2,2,1,1,1,0,1,2,0,0,2,0,1,2,0,0.549,0.354,0.664,0.695
1,1,0,1,2,2,0,1,1,0,2,1,2,0,1,0,0.568,0.273,0.825,0.587
0,1,2,1,2,2,0,2,0,2,2,2,1,0,0,0,0.427,0.597,0.513,0.357
0,2,1,1,2,1,2,1,2,0,2,1,2,2,1,2,0.696,0.676,0.508,0.597
1,1,0,0,1,1,1,0,1,1,1,0,2,0,0,1,0.397,0.028,0.225,0.383
2,2,0,2,0,2,1,2,2,0,0,1,2,2,1,0,0.522,0.505,0.926,0.383
2,0,2,1,0,0,2,1,0,0,1,1,1,0,1,2,0.511,0.242,0.562,0.611
0,2,1,0,1,2,1,2,2,2,2,2,2,2,1,2,0.704,0.846,0.838,0.358
1,2,1,1,2,2,0,1,1,0,0,2,1,0,2,1,0.486,0.093,0.815,0.48
1,2,2,2,2,0,0,1,0,0,2,0,1,0,2,1,0.202,0.172,0.308,0.226
1,2,2,2,1,0,0,0,0,1,0,1,1,1,1,1,0.283,0.161,0.606,0.341
2,0,2,2,2,1,0,0,2,2,2,1,1,2,2,1,0.669,0.683,0.591,0.463
2,2,0,1,2,1,1,1,1,2,1,2,2,1,1,1,0.739,0.359,0.694,0.572
0,0,2,0,2,0,0,1,0,2,0,1,2,0,2,1,0.304,0.281,0.382,0.464
0,1,1,1,2,1,0,2,2,0,2,2,0,2,2,2,0.799,0.681,0.522,0.958
2,2,0,2,2,0,2,2,2,2,0,1,0,2,0,1,0.673,0.831,0.459,0.587
1,1,2,2,2,0,0,1,0,0,2,2,2,1,0,0,0.272,0.329,0.442,0.329
1,0,1,1,2,1,0,0,1,1,2,2,0,0,1,1,0.719,0.274,0.555,0.969
1,2,1,2,2,0,1,1,2,0,0,0,2,1,1,1,0.398,0.254,0.423,0.364
0,1,2,0,0,2,0,0,1,1,0,0,2,2,0,1,0.249,0.091,0.557,0.118
1,0,2,1,2,0,2,2,1,0,2,2,0,2,2,1,0.767,0.663,0.687,0.848
0,2,0,1,2,1,2,1,0,1,1,1,2,1,2,0,0.542,0.329,0.542,0.586
0,1,2,0,0,2,1,2,1,0,0,2,1,2,1,2,0.484,0.343,0.793,0.379
1,2,2,1,0,2,0,1,1,0,0,0,0,2,1,1,0.486,0.097,0.827,0.498
0,1,0,2,0,0,0,0,1,2,2,2,0,2,2,0,0.533,0.507,0.476,0.872
2,1,0,1,2,1,0,2,1,1,2,2,2,2,0,1,0.738,0.524,0.508,0.604
2,0,1,2,1,0,2,2,2,1,1,1,0,0,1,2,0.739,0.578,0.458,0.84
0,1,1,2,1,2,0,1,0,0,2,2,1,0,2,2,0.455,0.278,0.607,0.482
0,2,1,0,2,0,1,0,1,0,1,2,0,0,2,1,0.357,0.089,0.368,0.716
2,1,2,0,2,2,2,2,2,1,1,1,2,0,2,1,0.656,0.569,0.822,0.376
2,0,0,1,0,1,2,2,0,0,1,2,1,1,2,0,0.71,0.502,0.687,0.703
0,1,2,2,0,2,2,1,2,2,0,0,0,0,0,2,0.452,0.501,0.342,0.382
2,0,1,2,2,2,0,0,0,1,1,0,2,2,1,0,0.428,0.112,0.721,0.339
2,2,1,1,0,0,0,0,1,2,0,2,1,1,2,2,0.541,0.341,0.686,0.585
2,0,0,1,2,2,2,2,0,2,2,1,0,2,1,2,1,0.827,0.931,0.843
2,1,2,0,0,0,1,2,1,2,1,1,1,0,0,1,0.459,0.435,0.392,0.377
2,2,2,1,1,1,0,2,0,0,2,0,2,2,0,0,0.309,0.435,0.404,0.226
2,2,2,2,0,0,0,2,2,0,2,0,1,1,2,2,0.412,0.606,0.43,0.237
1,1,0,1,1,2,0,0,2,0,0,1,0,0,1,0,0.567,0.251,0.843,0.828
1,1,2,1,1,0,0,2,1,1,0,1,2,1,0,2,0.495,0.344,0.503,0.475
2,2,1,2,2,0,0,0,2,0,0,0,0,2,2,2,0.415,0.264,0.433,0.607
0,2,1,1,0,0,0,1,2,1,1,0,1,0,1,2,0.359,0.179,0.253,0.448
0,0,2,1,0,0,1,1,2,1,0,0,2,1,0,0,0.273,0.265,0.209,0.332
2,2,0,1,0,1,0,2,0,2,2,1,0,0,0,0,0.579,0.58,0.393,0.715
1,1,1,2,1,2,0,0,1,2,0,0,1,2,1,1,0.515,0.276,0.773,0.384
0,0,1,2,1,2,1,0,0,1,2,1,0,0,0,0,0.416,0.264,0.49,0.585
0,0,2,0,2,2,0,2,2,0,2,2,2,0,0,0,0.343,0.604,0.534,0.248
2,2,2,1,2,0,1,0,2,0,0,1,1,1,2,2,0.469,0.347,0.684,0.463
2,2,0,0,1,0,2,2,2,2,2,0,1,0,2,2,0.558,0.825,0.401,0.369
2,2,2,0,1,1,0,2,1,1,2,1,0,2,1,2,0.634,0.488,0.657,0.575
0,1,0,2,2,2,2,2,0,2,1,2,0,2,1,0,0.683,0.677,0.726,0.7
2,0,0,1,0,0,0,0,1,1,2,2,1,0,0,2,0.497,0.278,0.421,0.582
1,1,0,1,2,0,1,2,1,1,2,0,0,0,2,1,0.702,0.354,0.352,0.836
1,0,2,2,1,1,2,1,2,0,1,0,2,2,2,2,0.578,0.414,0.492,0.379
0,0,0,0,0,0,2,0,1,2,2,0,2,2,1,2,0.513,0.579,0.363,0.483
1,0,0,1,1,0,0,1,2,1,2,2,0,2,0,0,0.648,0.495,0.512,0.822
0,1,2,2,0,1,1,2,1,2,0,1,2,2,1,2,0.593,0.51,0.463,0.466
1,1,1,1,2,2,1,1,0,2,0,0,0,0,2,1,0.658,0.165,0.702,0.726
1,1,2,1,2,1,1,0,0,0,0,0,1,0,1,0,0.299,0.011,0.413,0.475
0,1,2,2,1,2,2,1,2,1,1,1,2,1,2,0,0.552,0.508,0.732,0.369
1,2,1,1,0,2,2,2,1,2,1,2,1,1,1,0,0.725,0.682,0.959,0.501
0,1,2,1,2,1,2,2,2,1,0,0,1,2,1,2,0.617,0.591,0.385,0.483
1,2,2,0,1,2,1,1,0,0,2,2,0,1,0,0,0.406,0.336,0.784,0.334
0,1,0,2,0,0,2,0,2,2,0,1,1,0,1,0,0.406,0.576,0.302,0.596
2,1,2,0,1,1,0,2,2,2,1,0,1,1,2,2,0.621,0.598,0.495,0.334
2,1,0,1,1,0,0,2,0,2,2,2,2,0,1,1,0.636,0.598,0.513,0.704
0,1,1,0,1,0,0,0,1,2,1,1,1,0,2,2,0.422,0.262,0.363,0.631
2,2,2,1,0,0,2,1,2,1,1,1,2,1,0,2,0.52,0.512,0.548,0.38
2,1,1,0,0,0,1,0,1,1,2,2,2,2,2,0,0.536,0.345,0.697,0.585
0,0,0,1,0,2,2,0,2,1,2,0,2,0,0,1,0.541,0.512,0.387,0.38
2,1,1,0,0,0,1,2,0,1,2,0,2,1,2,1,0.554,0.429,0.497,0.45
1,0,1,2,0,0,2,1,0,1,0,2,2,2,1,0,0.482,0.36,0.635,0.587
1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,0.575,0.354,0.917,0.246
0,1,0,2,1,2,0,1,1,1,1,2,1,0,1,2,0.511,0.106,0.569,0.455
0,2,2,1,1,1,1,0,2,0,2,2,1,2,2,1,0.518,0.514,0.558,0.493
2,0,1,1,2,1,0,1,0,2,1,2,2,0,2,0,0.567,0.26,0.495,0.706
2,1,2,2,2,0,0,2,0,2,2,2,2,2,1,0,0.488,0.665,0.632,0.482
2,0,0,2,1,0,0,0,0,2,1,0,1,2,2,0,0.38,0.245,0.433,0.483
0,0,1,0,2,1,0,2,1,0,0,2,0,0,2,2,0.525,0.277,0.39,0.859
2,2,0,0,1,0,2,0,0,0,0,2,0,1,2,0,0.407,0.327,0.697,0.714
1,0,1,1,0,0,2,0,2,1,0,1,1,1,0,0,0.523,0.505,0.53,0.618
0,0,1,0,0,0,1,1,2,2,2,0,0,1,0,0,0.507,0.604,0.21,0.605
1,2,2,2,2,0,0,0,0,2,0,0,0,0,1,2,0.243,0.169,0.339,0.495
1,0,1,2,1,2,0,2,2,1,0,1,2,0,0,2,0.546,0.433,0.598,0.383
0,0,1,2,2,2,1,2,0,2,1,2,0,0,2,0,0.58,0.421,0.608,0.738
0,1,0,2,1,1,1,0,2,1,1,0,1,2,1,0,0.454,0.277,0.319,0.486
1,0,2,1,2,2,0,0,2,0,0,0,2,2,2,1,0.478,0.247,0.84,0.354
2,1,1,2,0,1,0,0,1,0,0,2,2,1,0,2,0.446,0.167,0.49,0.475
2,0,2,1,2,2,2,2,1,2,1,1,1,0,0,0,0.585,0.571,0.691,0.334
1,0,1,0,0,2,2,1,0,0,0,1,1,2,1,1,0.627,0.356,0.986,0.499
0,0,1,2,1,0,0,1,2,0,1,1,1,1,1,0,0.393,0.361,0.453,0.592
2,1,2,1,1,2,0,0,1,1,2,2,2,2,2,1,0.664,0.348,0.956,0.492
1,0,0,1,2,1,2,1,1,1,0,1,2,2,2,2,0.787,0.345,0.645,0.716
1,0,2,1,2,1,1,1,1,0,1,0,1,2,1,1,0.556,0.114,0.542,0.469
2,2,1,1,2,0,0,2,2,1,0,2,1,1,1,2,0.626,0.502,0.686,0.609
0,1,1,2,1,2,2,0,1,1,0,0,0,1,2,2,0.574,0.271,0.608,0.583
0,0,0,0,1,0,2,2,0,2,1,1,1,2,1,0,0.544,0.652,0.501,0.6
1,0,1,0,0,1,0,0,2,2,0,2,2,2,2,0,0.585,0.489,0.686,0.629
0,2,0,2,1,2,1,1,0,1,0,1,2,1,1,1,0.445,0.196,0.718,0.38
0,1,1,1,2,1,2,1,2,0,2,1,0,0,0,2,0.704,0.57,0.229,0.853
0,2,0,1,1,1,2,0,2,0,2,0,0,2,1,0,0.559,0.597,0.358,0.73
2,0,2,0,1,0,0,0,2,2,0,0,1,2,0,0,0.258,0.429,0.411,0.239
2,2,2,0,0,1,1,2,0,2,0,0,1,0,1,1,0.37,0.359,0.395,0.255
1,2,2,0,1,1,2,0,1,0,1,2,2,0,1,2,0.396,0.246,0.521,0.345
2,1,1,0,1,0,1,1,2,0,1,2,2,0,0,0,0.387,0.268,0.392,0.475
1,2,1,2,0,1,2,2,0,2,0,1,2,0,2,1,0.571,0.592,0.439,0.47
1,2,0,0,1,2,2,2,1,2,1,0,1,2,0,2,0.555,0.592,0.705,0.087
0,0,0,2,2,0,2,1,1,1,1,2,0,2,2,1,0.67,0.343,0.468,0.861
1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0.481,0.191,0.641,0.698
0,0,2,1,0,1,1,1,2,1,1,2,2,2,1,0,0.58,0.356,0.521,0.582
0,1,2,1,2,1,2,2,0,1,2,0,1,1,1,2,0.596,0.58,0.402,0.448
1,2,1,1,0,0,2,1,0,0,0,0,2,1,2,0,0.378,0.268,0.5,0.463
1,1,0,1,0,0,2,0,2,0,2,1,0,0,1,1,0.739,0.595,0.504,0.982
1,2,1,1,2,1,1,0,0,2,1,2,0,0,1,2,0.647,0.244,0.552,0.854
2,0,0,2,2,1,0,1,2,0,2,1,1,2,1,2,0.705,0.488,0.568,0.6
0,1,1,2,2,2,0,1,2,0,1,2,0,1,2,0,0.556,0.33,0.715,0.725
1,2,2,0,1,0,2,2,2,2,1,0,1,2,2,1,0.545,0.765,0.534,0.232
2,2,2,0,2,1,0,1,0,0,2,1,1,1,2,2,0.439,0.345,0.688,0.344
0,0,0,2,1,2,1,2,1,1,0,2,2,2,1,2,0.622,0.354,0.716,0.467
0,2,0,0,2,2,0,1,0,1,1,1,0,2,1,2,0.517,0.198,0.834,0.627
0,1,2,1,1,0,0,0,2,2,1,1,0,0,1,0,0.466,0.423,0.385,0.871
2,0,2,1,1,0,2,1,0,1,0,1,0,2,0,1,0.554,0.337,0.528,0.738
1,2,2,1,2,0,2,2,0,2,0,2,2,0,1,0,0.406,0.574,0.495,0.463
2,2,2,0,1,0,1,0,0,1,1,1,2,0,0,0,0.133,0.089,0.365,0.238
2,2,2,2,1,2,2,2,2,1,0,0,2,0,1,1,0.437,0.506,0.571,0.114
0,2,2,1,2,2,0,0,2,1,0,0,0,2,2,1,0.436,0.275,0.679,0.461
1,1,0,0,2,1,1,1,2,2,2,2,2,1,2,0,0.743,0.66,0.702,0.581
0,1,0,0,0,0,1,2,2,0,0,1,2,0,0,0,0.27,0.423,0.218,0.49
2,2,2,1,0,0,1,2,2,1,0,0,1,1,1,1,0.475,0.424,0.512,0.346
0,1,2,2,1,2,0,2,0,0,0,2,1,2,1,1,0.397,0.346,0.717,0.34
1,0,0,1,1,1,0,2,1,1,0,0,0,1,2,2,0.729,0.252,0.553,0.867
1,0,0,0,2,2,1,1,0,2,1,1,0,0,1,0,0.623,0.257,0.793,0.718
1,1,2,2,2,1,2,0,2,1,2,1,0,1,2,0,0.71,0.648,0.566,0.736
1,1,1,1,2,2,0,2,1,1,0,2,2,2,1,2,0.716,0.332,0.972,0.594
0,0,1,1,1,2,0,2,1,0,2,0,1,2,1,0,0.548,0.43,0.644,0.471
0,1,0,2,0,0,2,0,1,0,0,2,1,0,1,2,0.38,0.268,0.347,0.597
2,2,0,2,0,1,1,1,0,0,0,0,2,0,2,1,0.321,0.009,0.305,0.35
0,0,1,2,2,1,0,2,1,2,0,0,0,0,1,1,0.512,0.333,0.191,0.711
1,1,1,1,1,1,1,2,1,0,0,0,1,2,2,0,0.559,0.267,0.516,0.6
0,2,1,0,2,0,0,1,0,1,2,2,0,0,2,1,0.404,0.264,0.405,0.746
2,0,0,0,2,2,1,2,0,2,1,0,2,2,1,2,0.637,0.407,0.837,0.385
0,2,1,2,2,0,2,2,1,0,2,2,1,0,2,2,0.458,0.57,0.286,0.457
2,2,2,0,2,0,2,0,1,1,2,0,1,0,0,1,0.23,0.351,0.209,0.131
2,1,1,1,0,1,1,1,0,2,0,0,0,1,1,2,0.744,0.253,0.54,0.835
0,1,1,0,0,2,0,1,0,1,1,1,0,2,2,0,0.55,0.166,0.801,0.697
0,1,0,1,0,1,0,0,2,0,1,2,1,1,0,1,0.52,0.359,0.382,0.615
0,1,0,0,1,2,0,0,0,0,2,1,0,2,1,1,0.572,0.362,0.81,0.698
2,1,0,1,0,2,0,2,1,2,2,1,2,0,0,0,0.607,0.581,0.71,0.469
2,1,2,2,1,1,2,0,1,0,2,1,1,0,0,2,0.43,0.444,0.279,0.343
1,0,2,2,0,0,1,0,0,1,1,2,2,2,1,2,0.435,0.192,0.595,0.471
2,2,0,2,1,0,0,0,1,2,1,1,2,0,0,1,0.341,0.264,0.328,0.351
0,1,2,0,0,2,2,2,2,0,1,2,0,2,1,0,0.634,0.66,0.819,0.606
2,1,2,0,1,2,0,2,0,1,0,2,1,2,2,2,0.526,0.359,0.936,0.339
2,0,2,0,0,1,2,0,0,1,1,0,0,0,2,1,0.496,0.167,0.355,0.597
2,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0.396,0.083,0.385,0.463
0,2,0,0,1,2,0,2,1,0,1,1,0,1,2,2,0.563,0.323,0.785,0.624
2,0,2,0,0,0,0,2,1,2,0,2,1,1,2,0,0.437,0.506,0.644,0.505
0,1,2,0,1,0,2,1,2,1,0,2,2,0,0,2,0.324,0.407,0.25,0.353
0,2,2,2,1,1,1,2,2,2,2,0,1,0,1,0,0.356,0.683,0.164,0.255
1,1,2,2,2,0,1,0,2,0,2,0,2,2,2,2,0.448,0.408,0.451,0.367
2,1,0,2,2,2,0,1,0,1,1,0,0,2,0,0,0.437,0.081,0.587,0.479
1,0,1,0,2,1,0,2,0,0,2,0,2,2,0,2,0.49,0.441,0.413,0.327
0,0,1,0,2,2,0,2,2,2,1,2,0,2,2,0,0.703,0.652,0.825,0.702
1,1,2,0,2,0,0,1,0,0,2,2,0,1,2,1,0.524,0.33,0.697,0.727
1,0,1,0,0,2,2,1,2,0,0,0,1,0,2,1,0.53,0.33,0.682,0.368
2,2,1,0,0,0,2,2,0,0,2,0,1,1,2,2,0.503,0.576,0.508,0.327
1,0,1,0,2,1,2,2,0,0,2,1,2,2,2,1,0.75,0.686,0.703,0.572
1,1,0,1,1,2,1,0,0,2,2,2,2,0,1,1,0.691,0.435,0.827,0.595
0,1,1,1,2,2,1,0,2,0,0,2,2,2,0,1,0.516,0.322,0.682,0.464
0,0,1,2,2,0,0,0,1,0,1,0,1,1,1,2,0.319,0.106,0.331,0.449
1,0,0,2,2,2,1,0,1,0,0,0,0,1,1,1,0.557,0.078,0.732,0.622
1,2,0,0,0,1,0,1,2,2,1,2,0,2,0,0,0.582,0.524,0.511,0.58
1,2,2,0,1,2,2,1,2,0,0,1,0,1,1,1,0.614,0.489,0.941,0.483
1,1,0,2,1,2,1,0,0,2,2,0,2,2,0,2,0.54,0.431,0.63,0.229
1,0,2,0,2,2,0,2,0,0,1,2,0,0,0,2,0.443,0.271,0.655,0.453
1,0,2,0,0,0,1,1,2,2,0,2,1,2,2,0,0.509,0.507,0.701,0.466
1,1,0,0,1,1,2,2,2,1,2,0,1,2,1,2,0.795,0.747,0.519,0.498
0,0,2,0,1,0,2,2,0,2,0,2,1,2,2,2,0.477,0.683,0.502,0.473
1,1,0,1,1,0,0,0,2,1,0,0,2,0,1,2,0.451,0.196,0.418,0.611
0,0,1,0,2,2,0,0,1,1,0,0,1,2,0,1,0.31,0.114,0.525,0.231
0,1,1,0,0,1,0,2,0,1,0,0,0,2,1,0,0.438,0.245,0.371,0.721
0,1,2,2,1,1,2,2,2,0,1,1,2,1,2,2,0.601,0.656,0.453,0.476
2,1,1,2,0,2,2,0,2,0,1,1,0,1,2,1,0.783,0.519,0.872,0.73
2,1,1,2,1,1,1,0,1,0,1,1,0,1,2,2,0.714,0.189,0.587,0.818
1,2,1,1,2,1,0,1,2,1,2,1,0,2,0,0,0.668,0.487,0.528,0.753
2,2,0,0,0,1,2,1,0,0,0,2,2,2,2,0,0.456,0.328,0.651,0.478
0,2,2,2,1,0,1,2,1,2,0,2,0,1,0,1,0.408,0.513,0.33,0.48
0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,1,0.574,0.516,0.503,0.572
